userName,review,at,score,app_name,stemming,skor_sentimen,label
Genie Impact,"susah banget daftarnya , mau foto KTP aja udh bener malah tetap gagal melulu , tolong lah solusinya gimana",2025-08-06 10:57:36,1,BRImo,susah banget daftar mau foto ktp aja udh bener malah tetap gagal melulu tolong lah solusi gimana,-1,negatif
Fitri Ana,saya stiap buka mbanking brimo lama x masuknya cb dong diperbaiki lg spy nasabah puas dgn pelayanan nya. soalnya mbanking tuh penting menurut sy.,2025-08-06 10:55:36,1,BRImo,saya stiap buka mbanking brimo lama x masuk cb dong baik lg spy nasabah puas dgn layan nya soal mbanking tuh penting turut sy,1,positif
heri priyanto,"sudah 2 tahun menggunakan brimo,transaksi jadi lebih mudah dari rumah, transfer/tarik tunai tak perlu lagi pake atm",2025-08-06 10:49:22,5,BRImo,sudah 2 tahun guna brimo transaksi jadi lebih mudah dari rumah transfer tarik tunai tak perlu lagi pake atm,1,positif
Indra Dwi,"ini kenapa, setelah diperbarui kok malah gabisa dibuka apk nya, selalu muncul tulisan ""brimo tidak menanggapi"" padahal sinyal sangat lancar.",2025-08-06 10:48:15,5,BRImo,ini kenapa telah baru kok malah gabisa buka apk nya selalu muncul tulis brimo tidak tanggap padahal sinyal sangat lancar,2,positif
Yusni Bobot,Sangat Membantu.,2025-08-06 10:39:38,5,BRImo,sangat bantu,1,positif
Naema Laiwurny,sangat puas,2025-08-06 10:37:01,5,BRImo,sangat puas,1,positif
Sedulur Nganjuk,puas,2025-08-06 10:34:46,5,BRImo,puas,1,positif
AXEL FI GARAGE,sangat membantu,2025-08-06 10:31:34,5,BRImo,sangat bantu,1,positif
Saleh Binsamin,terbaik,2025-08-06 10:22:48,5,BRImo,baik,1,positif
TITIK ROKHAYATI,"Menggunakan BRImo mudah, aman, cepat",2025-08-06 10:18:18,5,BRImo,guna brimo mudah aman cepat,4,positif
Samarinda,sangat bagus,2025-08-06 10:11:21,5,BRImo,sangat bagus,1,positif
Guntur Prasetyo,"Setelah Brimo nya update....jadi gak bisa buka di HP Samsung M33 Android 15 One UI 7, saat Login pasti crash keluar dengan sendirinya, tolong dong buatkan update terbaru lg perbaikan, soalnya penting sekali ini aplikasi utk kerjaan sy, masak harus pindah Bank sih",2025-08-06 10:10:50,1,BRImo,telah brimo nya update jadi gak bisa buka di hp samsung m33 android 15 one ui 7 saat login pasti crash keluar dengan sendiri tolong dong buat update baru lg baik soal penting sekali ini aplikasi utk kerja sy masak harus pindah bank sih,2,positif
Marsa Marsanda,"apk yang bagus,saran aja sediakan penarikan 50.000 min makasiii",2025-08-06 10:08:26,4,BRImo,apk yang bagus saran aja sedia tari 50 000 min makasiii,1,positif
Komang Winaya,sangat cepat transaksi,2025-08-06 10:05:01,5,BRImo,sangat cepat transaksi,1,positif
nurjanna smkn9mks,"kenapa 2 hari terkahir ini brimo gak bisa dibuka ya ? di klik buka, cuma tampil logo loadingnya aja.",2025-08-06 10:04:13,5,BRImo,kenapa 2 hari terkahir ini brimo gak bisa buka ya di klik buka cuma tampil logo loadingnya aja,1,positif
Aku_imamsyaifuddin,ok sih cuma agak susah di daftar nya 😁,2025-08-06 10:01:52,5,BRImo,ok sih cuma agak susah di daftar nya,-1,negatif
Irwan Wibisono,"mudah, praktis, efisien, sangat membantu",2025-08-06 10:01:29,5,BRImo,mudah praktis efisien sangat bantu,3,positif
Kuwat rohdiyanto Hsx#bagasy,"sangat mudah ,bila ada eror / bermasalah cukup ke bri terdekat pelayanan sangat memuaskan",2025-08-06 09:58:35,5,BRImo,sangat mudah bila ada eror masalah cukup ke bri dekat layan sangat muas,-1,negatif
Y.Kristian Gaghaube,Akurat dan sangat memudahkan,2025-08-06 09:55:01,5,BRImo,akurat dan sangat mudah,1,positif
Beni wijayanto,oke,2025-08-06 09:41:52,4,BRImo,oke,1,positif
Muhamad Yosep,aktivitas hari ini suka tidak langsung terupdate jadi tidak bisa melihat kembali bukti tf,2025-08-06 09:30:28,4,BRImo,aktivitas hari ini suka tidak langsung terupdate jadi tidak bisa lihat kembali bukti tf,3,positif
Agus Kun,mudah di gunakan,2025-08-06 09:24:59,5,BRImo,mudah di guna,2,positif
Pan Aja,bagus,2025-08-06 09:17:50,5,BRImo,bagus,1,positif
Rendra Aditya Putra,Brimo mantap,2025-08-06 09:16:47,5,BRImo,brimo mantap,1,positif
Dede Sopian,bagus,2025-08-06 09:14:51,5,BRImo,bagus,1,positif
alby aditya,"oke mantap,,,pertahankan & tingkatkan untuk pelayanan yg terbaik",2025-08-06 09:14:00,5,BRImo,oke mantap tahan tingkat untuk layan yg baik,3,positif
Putra Yasa,kenapa nih aplikasi gak bisa di buka,2025-08-06 09:13:34,1,BRImo,kenapa nih aplikasi gak bisa di buka,1,positif
Ilham tiar (ilham),upted terus lama lama hp ku ram penuh tolong dong jangan sering upted terus aplikasi nya males lama lama pake brimo hp ku ram 3 GB udah penuh,2025-08-06 09:10:49,1,BRImo,upted terus lama lama hp ku ram penuh tolong dong jangan sering upted terus aplikasi nya males lama lama pake brimo hp ku ram 3 gb udah penuh,-1,negatif
Nurliana Brb,"sangat membantu,,saya pengguna baru dan cukup mudah untuk saya mengerti👍",2025-08-06 09:09:49,5,BRImo,sangat bantu saya guna baru dan cukup mudah untuk saya erti,3,positif
Muhamad Yusuf,memudah kan dalam bertransaksi,2025-08-06 08:48:39,5,BRImo,mudah kan dalam transaksi,1,positif
Odon channel,bagus,2025-08-06 08:48:22,5,BRImo,bagus,1,positif
Joni aza,"mantap bagus,,Qris kalo bisa di brimo aja,,jangan di BRI Mican",2025-08-06 08:45:27,5,BRImo,mantap bagus qris kalo bisa di brimo aja jangan di bri mican,3,positif
Khairani Hidayani,"kenapa tidak bisa transaksi di brimo, tolong dibantu dong",2025-08-06 08:43:24,1,BRImo,kenapa tidak bisa transaksi di brimo tolong bantu dong,2,positif
Romkeni Abraham,Sangat membantu transaksi,2025-08-06 08:40:06,5,BRImo,sangat bantu transaksi,1,positif
Bofan Sapa,Sangat membantu dlm bertransaksi.. 👍👍👍🤝🤝,2025-08-06 08:29:53,5,BRImo,sangat bantu dlm transaksi,1,positif
Dynz Muhammad,"kenapa brimo ini error, saya melakukan transaksi di aktivitas tidak ada riwayat transaksi, namun dimutasi ada saldo keluar, sedangkan transaksi ke rekening tujuan tidak ada penambahan saldo, akan tetapi saldo saya berkurang, saya sudah konsultasi sama menu yang tersedia di Brimo serta arahan"" untuk menghubungi layanan bebas pulsa, namun tidak dapat dihubungi. yang jadi permasalahan kalau memang tf gagal otomatis saldo kembali, dan kalau memang sukses kirim ada riwayat di menu aktifitas sam keter",2025-08-06 08:29:18,5,BRImo,kenapa brimo ini error saya laku transaksi di aktivitas tidak ada riwayat transaksi namun mutasi ada saldo keluar sedang transaksi ke rekening tuju tidak ada tambah saldo akan tetapi saldo saya kurang saya sudah konsultasi sama menu yang sedia di brimo serta arah untuk hubung layan bebas pulsa namun tidak dapat hubung yang jadi masalah kalau memang tf gagal otomatis saldo kembali dan kalau memang sukses kirim ada riwayat di menu aktifitas sam keter,-2,negatif
Asep Hermawan,kena sekarang brimo gak bisa sentuh tagihan dan lain2 trimakasih,2025-08-06 08:27:12,2,BRImo,kena sekarang brimo gak bisa sentuh tagih dan lain2 trimakasih,1,positif
Asep Dono,Ga bisa digunakan transaksi,2025-08-06 08:20:56,1,BRImo,ga bisa guna transaksi,2,positif
Nadya Ardiman,bagus sekali lebih mudah dan praktis,2025-08-06 08:19:20,5,BRImo,bagus sekali lebih mudah dan praktis,3,positif
No YOLO TODAY,okelahh,2025-08-06 08:14:46,5,BRImo,okelahh,1,positif
Bagus Teves,mantap,2025-08-06 08:05:07,5,BRImo,mantap,1,positif
Putra,sukses selalu🫡🫡🫡,2025-08-06 07:57:07,5,BRImo,sukses selalu,1,positif
Yusay Waleye,"semua jadi mudah,aman dan nyaman",2025-08-06 07:56:09,5,BRImo,semua jadi mudah aman dan nyaman,3,positif
Atmu Atmu,mantap,2025-08-06 07:53:27,5,BRImo,mantap,1,positif
Chiko Chiko,baik,2025-08-06 07:44:09,5,BRImo,baik,1,positif
egi revanza,"lumayan,karna bank nya juga dekat aplikasi nya lancar",2025-08-06 07:40:29,5,BRImo,lumayan karna bank nya juga dekat aplikasi nya lancar,1,positif
Pahrul Razi,knp min mau masuk jadi lemot ngga bisa masuk knp min,2025-08-06 07:36:51,3,BRImo,knp min mau masuk jadi lot ngga bisa masuk knp min,1,positif
Imam wahyudi Wahyudi,sangat bermanfaat mempermudah transaksi keuangan,2025-08-06 07:33:20,5,BRImo,sangat manfaat mudah transaksi uang,1,positif
Noer Adjah,sangat mudah bertransaksi,2025-08-06 07:32:48,5,BRImo,sangat mudah transaksi,1,positif
Tanty Arista,istimewa... sangat membantu,2025-08-06 07:31:46,5,BRImo,istimewa sangat bantu,1,positif
nining sriningsih,mudah dan aman,2025-08-06 07:25:43,5,BRImo,mudah dan aman,2,positif
Yanik Tiwin,mudah dan cepat bertransaksi,2025-08-06 07:25:40,5,BRImo,mudah dan cepat transaksi,2,positif
Athaya haufan Hazza,cukup membantu,2025-08-06 07:18:52,5,BRImo,cukup bantu,1,positif
Sugianto Manik,bagus detail dan cepat,2025-08-06 07:13:51,5,BRImo,bagus detail dan cepat,2,positif
Aryani Ita,allhamdullilah sangat membantu buat transaksi setiap hari 🫶🫶,2025-08-06 07:06:55,5,BRImo,allhamdullilah sangat bantu buat transaksi tiap hari,1,positif
Zamzami Ahmad,Sangat Mantap Jer,2025-08-06 07:01:08,5,BRImo,sangat mantap jer,1,positif
Rivan La Mukhtar,oke,2025-08-06 06:59:29,5,BRImo,oke,1,positif
Ayep Wahyudin,mudah akses dan operasi sistemnya,2025-08-06 06:57:52,5,BRImo,mudah akses dan operasi sistem,1,positif
Budi yanto,"BRIMO sekarang sering error, ngecheck histori di Mutasi tidak bisa (histori di tanggal sebelumnya) tidak muncul data apapun, dan data transaksi yang masuk ke mutasi lambat banget, mengecewakan banget, sangat mengganggu jalannya bisnis",2025-08-06 06:56:52,1,BRImo,brimo sekarang sering error ngecheck histori di mutasi tidak bisa histori di tanggal belum tidak muncul data apa dan data transaksi yang masuk ke mutasi lambat banget kecewa banget sangat ganggu jalan bisnis,-3,negatif
Seriyanum siregar,menurut saya brimo lebih mempermudah saya untuk transaksi brimo mantap,2025-08-06 06:55:12,5,BRImo,turut saya brimo lebih mudah saya untuk transaksi brimo mantap,2,positif
Hermawan Erwan,mudah sekali,2025-08-06 06:46:36,5,BRImo,mudah sekali,1,positif
Rizal Hermanto,aman,2025-08-06 06:39:56,5,BRImo,aman,1,positif
Tukiman Iman,kenapa aplikasinya susah di buka setelah apdet sekarang,2025-08-06 06:37:12,5,BRImo,kenapa aplikasi susah di buka telah apdet sekarang,-1,negatif
Riko Tumbade,berguna,2025-08-06 06:34:40,5,BRImo,guna,1,positif
Cep Aang,mudah dan terpercaya alhamdulilah.barokah amin yrb,2025-08-06 06:30:46,5,BRImo,mudah dan percaya alhamdulilah barokah amin yrb,1,positif
Yanti Dama,mantap,2025-08-06 06:28:02,5,BRImo,mantap,1,positif
Munasikhin oji Oji,mantap,2025-08-06 06:26:45,5,BRImo,mantap,1,positif
Acoy Ruspandi,mudah dan cepat,2025-08-06 06:26:05,5,BRImo,mudah dan cepat,2,positif
Rudd Rudi,baik,2025-08-06 06:24:17,5,BRImo,baik,1,positif
Bojone ayu,mempermudah dlm setiap transaksi dlm melakukan cek saldo & transfer ke semua BANK 🙏🙏🙏👍👍,2025-08-06 06:17:53,5,BRImo,mudah dlm tiap transaksi dlm laku cek saldo transfer ke semua bank,1,positif
Saprih Enokidz,keren,2025-08-06 06:16:20,5,BRImo,keren,1,positif
Feri Haryanto,mohon maaf minta bantu akun saya terblokir dan sudah saya coba perbaiki malah disuruh tunggu 60menit,2025-08-06 06:14:51,5,BRImo,mohon maaf minta bantu akun saya blokir dan sudah saya coba baik malah suruh tunggu 60menit,2,positif
Pingky Pratama,sangat baik,2025-08-06 06:12:41,5,BRImo,sangat baik,1,positif
Then Must Tom Tom,hidup bikin mudah,2025-08-06 06:09:04,5,BRImo,hidup bikin mudah,1,positif
fuji iswanto,"ga bisa dibuka, pengaturan aksebilitas harus di non aktifkan padahal ga pernah aktif, untung jarang transaksi pake BRI",2025-08-06 06:07:05,1,BRImo,ga bisa buka atur aksebilitas harus di non aktif padahal ga pernah aktif untung jarang transaksi pake bri,1,positif
Muhamad Najib,Sekelas BRI seharusnya dan sudah saatnya punya Call Center 24 Jam bebas Pulsa untuk memudahkan semua konsumennya... Terimakasih.....,2025-08-06 06:01:34,5,BRImo,kelas bri harus dan sudah saat punya call center 24 jam bebas pulsa untuk mudah semua konsumen terimakasih,1,positif
Ekspedisi Kelud,"Sejak Sabtu, 14-6-2025 sampai sekarang hari Rabu, 6-8-2025, selalu error aplikasi Brimo saya. Setiap kali mencoba buka aplikasi, selalu force close, atau dipaksa keluar. Bahkan belum sempat masukkan password, udah keluar dulu aplikasinya. Sesekali bisa masuk, tapi lebih sering gak bisa masuk. Transaksi saya termasuk cepat dan sering. Kendala ini saya merugikan saya. Kalo begini terus aplikasi Brimo saya, mending tutup rekening aja, ganti rekening Bank lain yg aplikasinya lancar gak menyusahkan.",2025-08-06 05:51:20,1,BRImo,sejak sabtu 14-6-2025 sampai sekarang hari rabu 6-8-2025 selalu error aplikasi brimo saya tiap kali coba buka aplikasi selalu force close atau paksa keluar bahkan belum sempat masuk password udah keluar dulu aplikasi sekal bisa masuk tapi lebih sering gak bisa masuk transaksi saya masuk cepat dan sering kendala ini saya rugi saya kalo begini terus aplikasi brimo saya mending tutup rekening aja ganti rekening bank lain yg aplikasi lancar gak susah,1,positif
Sugengharzadhaikal Sugengharzadhaikal,sangat bagus,2025-08-06 05:48:03,5,BRImo,sangat bagus,1,positif
Fanita fauzia Fanita,puas,2025-08-06 05:42:50,5,BRImo,puas,1,positif
Iskandar,Brimo dari dulu sampai skarang the bast transaksi lebih mudah dan cepat trmksh brimo.,2025-08-06 05:37:13,5,BRImo,brimo dari dulu sampai skarang the bast transaksi lebih mudah dan cepat trmksh brimo,2,positif
Rudi Feryanto,Kemudahan dalam bertransaksi..,2025-08-06 05:34:38,5,BRImo,mudah dalam transaksi,1,positif
Zey Aiichihara,"hallo guys,, buat yg brimo nya error, solusi nya samperin satpam di KCP terdekat,, karena saya sudah bisa pakai lagi brimo dengan bantuan satpam dan dibantu CS,, ternyata error itu dari pengaturan HP nya,, silahkan dicoba, ga sampe 5 menit udah bisa transaksi pakai brimo lagi..",2025-08-06 05:29:51,5,BRImo,hallo guys buat yg brimo nya error solusi nya samperin satpam di kcp dekat karena saya sudah bisa pakai lagi brimo dengan bantu satpam dan bantu cs nyata error itu dari atur hp nya silah coba ga sampe 5 menit udah bisa transaksi pakai brimo lagi,1,positif
Sahril Sidiq,transaksi sangat mudah dan efisien.terimakasih,2025-08-06 05:26:51,5,BRImo,transaksi sangat mudah dan efisien terimakasih,1,positif
Hanip_ Manajemen3,"saya mengalami kendala, namun tidak ada solusi di Kantor BRI terdekat",2025-08-06 05:25:30,2,BRImo,saya alami kendala namun tidak ada solusi di kantor bri dekat,1,positif
Ari Fahri,sangat memudahkan,2025-08-06 05:23:12,5,BRImo,sangat mudah,1,positif
Ichsan Alfian,"tolong di perbaiki,kenapa saya tidak bisa masuk. padahal saya lagi butuh buat transfer.",2025-08-06 05:21:19,1,BRImo,tolong di baik kenapa saya tidak bisa masuk padahal saya lagi butuh buat transfer,1,positif
adi purnamawan,"tiba tiba tidak bisa transaksi di brimo, padahal sehari sebelumnya normal",2025-08-06 05:19:44,1,BRImo,tiba tiba tidak bisa transaksi di brimo padahal hari belum normal,1,positif
Satrie yadie,oke,2025-08-06 05:14:52,5,BRImo,oke,1,positif
nurman wasono (Nur-Was 96650),mantap aman dan cepat gak banyak potongan,2025-08-06 05:00:22,5,BRImo,mantap aman dan cepat gak banyak potong,3,positif
Nazarudin Nazarudin sh,yang terbaik,2025-08-06 04:49:30,5,BRImo,yang baik,1,positif
Heri Susanto,"sangat membantu,,terimakash",2025-08-06 04:49:18,5,BRImo,sangat bantu terimakash,1,positif
Muhammad Fatha Nizar,mantap,2025-08-06 04:45:28,5,BRImo,mantap,1,positif
Mad Wagiyo,kenapa BRImo ku gk bisa tranfer??,2025-08-06 04:42:29,2,BRImo,kenapa brimo ku gk bisa tranfer,1,positif
Gunawan Prasetyo,"aplikasi force close sendiri. udah di coba semuanya dr unistall sampe install lg. udah hapus memory dan segala macamnya tetap masih aja force close aplikasinya. udah live chat, kirim email tapi gak punya solusi. dapat balasan, dibilangnya hp tidak mundukung, jaringan tidak stabil, di suruh update os nya. solusi biar aplikasinya gak force close gimana?",2025-08-06 04:37:17,1,BRImo,aplikasi force close sendiri udah di coba semua dr unistall sampe install lg udah hapus memory dan segala macam tetap masih aja force close aplikasi udah live chat kirim email tapi gak punya solusi dapat balas bilang hp tidak mundukung jaring tidak stabil di suruh update os nya solusi biar aplikasi gak force close gimana,3,positif
Vivo Vivo,"sumpah Sampek minta kode verifikasi 4x ga dikirim², gak niat buat kenyamanan nasabah",2025-08-06 04:36:01,1,BRImo,sumpah sampek minta kode verifikasi 4x ga kirim gak niat buat nyaman nasabah,2,positif
Gede Duta Mertayasa,sangat bagus dan membantu,2025-08-06 04:34:49,5,BRImo,sangat bagus dan bantu,2,positif
Meilda Wijayanti85,membantu sekali.,2025-08-06 04:30:21,5,BRImo,bantu sekali,1,positif
Anna Wahyudi,keren,2025-08-06 04:29:30,5,BRImo,keren,1,positif
syahrullah egyt,semoga akun saya tidak di hapus otomatis lagi dari pihak bank,2025-08-06 04:24:19,5,BRImo,moga akun saya tidak di hapus otomatis lagi dari pihak bank,-1,negatif
Rahma Sari Prihandini,baik,2025-08-06 04:23:59,5,BRImo,baik,1,positif
Moh Fahmi,sangat membantu,2025-08-06 04:22:28,5,BRImo,sangat bantu,1,positif
HERU BAELAH,sangat memudahkan,2025-08-06 04:21:27,5,BRImo,sangat mudah,1,positif
Juanda Pasaribu,Sangat Bagus,2025-08-06 04:20:47,5,BRImo,sangat bagus,1,positif
Nur Lia,"APLIKASI BRIMO SANGAT LENGKAP. SEMUANYA ADA DI BRIMO. PEMBAYARAN, PEMBELIAN, QRIS DLL. BRIMO MEMANG TOP BGT.",2025-08-06 04:15:13,5,BRImo,aplikasi brimo sangat lengkap semua ada di brimo bayar beli qris dll brimo memang top bgt,1,positif
An Anita,Maaf kenapa Brimo nya di buka kok nutup sendiri ya?? Qt butuh cepet tp Brimo nya GK bisa di buka?,2025-08-06 04:06:20,5,BRImo,maaf kenapa brimo nya di buka kok nutup sendiri ya qt butuh cepet tp brimo nya gk bisa di buka,1,positif
Nengah Niyo,sangat puas dengan aplikasi ini,2025-08-06 04:05:54,5,BRImo,sangat puas dengan aplikasi ini,1,positif
Azizi Rohim,"aplikasi BRimo gangguan terus,,,, mau transaksi lemot,,, mohon pembaharuan nya ya kak🙏🙏🙏🙏🙏",2025-08-06 04:01:19,5,BRImo,aplikasi brimo ganggu terus mau transaksi lot mohon baharu nya ya kak,-1,negatif
Syaqilla Agustin,bagus,2025-08-06 04:00:41,5,BRImo,bagus,1,positif
Hanna Art,"mudah, cepat, aman dan terpercaya",2025-08-06 03:58:27,5,BRImo,mudah cepat aman dan percaya,3,positif
Muhamad Idris,apk baguss tapi sering legg,2025-08-06 03:54:21,5,BRImo,apk baguss tapi sering legg,1,positif
Atika Wati,dengan ada nya bri mo semua jadi mudah,2025-08-06 03:53:32,5,BRImo,dengan ada nya bri mo semua jadi mudah,1,positif
Cipluk Clp,Mantap karna lebih mudah untuk bertransaksi...pokoknya the best👍👍,2025-08-06 03:52:27,5,BRImo,mantap karna lebih mudah untuk transaksi pokok the best,2,positif
alvin ramadhan,jelek banyak biaya tambahan. emang nominal kecil sih tapi ngeganggu banget,2025-08-06 03:52:13,1,BRImo,jelek banyak biaya tambah emang nominal kecil sih tapi ngeganggu banget,-2,negatif
prengki danda,mantap,2025-08-06 03:51:45,5,BRImo,mantap,1,positif
Yandri Zal,bug di perangkat A56 keluar sendiri terus aplikasi nya,2025-08-06 03:43:14,1,BRImo,bug di perangkat a56 keluar sendiri terus aplikasi nya,-1,negatif
Hajir Nita,aplikasi bagus,2025-08-06 03:42:53,5,BRImo,aplikasi bagus,1,positif
Jonathan Simorangkir,oke,2025-08-06 03:27:51,5,BRImo,oke,1,positif
Evlyn Alvira Rayna,puas,2025-08-06 03:26:21,5,BRImo,puas,1,positif
Deden Hendra,Bagus sekali👍,2025-08-06 03:13:00,5,BRImo,bagus sekali,1,positif
Rah Manto,baik,2025-08-06 03:11:31,5,BRImo,baik,1,positif
Firman Susanto,Adanya aplikasi ini bisa mempermudah pekerjaan kita.,2025-08-06 03:10:17,5,BRImo,ada aplikasi ini bisa mudah kerja kita,2,positif
Rony Andi,semoga bisa d pertahankan kemudahanya,2025-08-06 03:08:49,5,BRImo,moga bisa d tahan kemudahanya,2,positif
Devana Safitri,membantu buat transaksi dan tabungan,2025-08-06 03:07:21,5,BRImo,bantu buat transaksi dan tabung,1,positif
Apilapen 87,sangat praktis dan banyak hadiah nya dan bonus nya dari BRImo,2025-08-06 03:01:32,5,BRImo,sangat praktis dan banyak hadiah nya dan bonus nya dari brimo,1,positif
Sarina Sinaga,sangat baik,2025-08-06 03:00:49,5,BRImo,sangat baik,1,positif
ana fairuz,buruk selalu keluar sendiri..padahal lagi butuh untuk transaksi tp jd gagal masuk terus,2025-08-06 03:00:12,1,BRImo,buruk selalu keluar sendiri padahal lagi butuh untuk transaksi tp jd gagal masuk terus,-3,negatif
Delvin Arief,cs tidak membantu,2025-08-06 02:59:00,1,BRImo,cs tidak bantu,1,positif
Alfin Julianto,mantap,2025-08-06 02:58:40,5,BRImo,mantap,1,positif
Budi Pratama,"rumit ga bisa masuk , seharusnya kalau udah dikasih link via OTP sms udah bisa masuk , ini ga malah ada tulisan "" APLIKASI YANG SESUAI TIDAK DAPAT DI TEMUKAN",2025-08-06 02:47:36,1,BRImo,rumit ga bisa masuk harus kalau udah kasih link via otp sms udah bisa masuk ini ga malah ada tulis aplikasi yang sesuai tidak dapat di temu,1,positif
Dirga Mandala,mudah di gunakan,2025-08-06 02:45:23,5,BRImo,mudah di guna,2,positif
Bang_Daulay 13,"aplikasi sering keluar sendiri, Muu transaksi gak bisa, gak bisa login keluar² terus",2025-08-06 02:39:51,4,BRImo,aplikasi sering keluar sendiri muu transaksi gak bisa gak bisa login keluar terus,1,positif
Kang Maz,sangat membantu sekali di era digitalisasi dengan adanya aplikasi BRImo tidak perlu bawa ATM,2025-08-06 02:39:31,5,BRImo,sangat bantu sekali di era digitalisasi dengan ada aplikasi brimo tidak perlu bawa atm,1,positif
syafik almanan,mohon untuk mempermudah memperbaiki pengiriman atau kendala pada tidak bisa transfer atau blocking ya,2025-08-06 02:33:39,5,BRImo,mohon untuk mudah baik kirim atau kendala pada tidak bisa transfer atau blocking ya,3,positif
Yulius A.P. Mali,kadang lelet,2025-08-06 02:32:56,4,BRImo,kadang lelet,-1,negatif
Agustina Wulanfaiz,sangat puas memudahkan,2025-08-06 02:32:25,5,BRImo,sangat puas mudah,2,positif
Arultiacube Nta,seneng banget bisa transaksi lebih nyaman dan cepat,2025-08-06 02:26:15,4,BRImo,neng banget bisa transaksi lebih nyaman dan cepat,4,positif
daffa awom,sangat bagus dan membantu,2025-08-06 02:19:02,5,BRImo,sangat bagus dan bantu,2,positif
Arman Indri,mantap,2025-08-06 02:18:15,5,BRImo,mantap,1,positif
Henny Harfiany,"Keren donk BRI skrg sudah ada BRIMo, sangat membantu sekali☺️",2025-08-06 02:16:59,5,BRImo,keren donk bri skrg sudah ada brimo sangat bantu sekali,2,positif
KAZE,"login aja susah , padahal bank lain gak kaya gini",2025-08-06 02:15:50,1,BRImo,login aja susah padahal bank lain gak kaya gin,-1,negatif
hardi sutrisno,bagus,2025-08-06 02:14:00,5,BRImo,bagus,1,positif
Sabirin Kaaba,good morning saya senang sekali menggunakan apk,2025-08-06 02:11:37,5,BRImo,good morning saya senang sekali guna apk,2,positif
gugun Lebu,yang intinya mantap,2025-08-06 02:07:33,5,BRImo,yang inti mantap,1,positif
ariez alan alfarizi,lbihsimple,2025-08-06 02:06:39,5,BRImo,lbihsimple,1,positif
Purmono Ktb,sangat membantu,2025-08-06 02:06:24,5,BRImo,sangat bantu,1,positif
Jumarni Jumarni,puasss benget,2025-08-06 02:04:39,5,BRImo,puasss benget,1,positif
Triyadin Juliyanto,"jelekk banyak bug nya apalagi katanya sudah Tereversal tapi belum ada kembali sampai sekarang, mending ganti bank lain",2025-08-06 02:03:58,1,BRImo,jelekk banyak bug nya apalagi kata sudah tereversal tapi belum ada kembali sampai sekarang mending ganti bank lain,-3,negatif
Montero Corner,setelah update sering force close.,2025-08-06 02:03:48,1,BRImo,telah update sering force close,1,positif
Syahrial Harimau Sago,bikin gampang,2025-08-06 02:02:51,5,BRImo,bikin gampang,1,positif
Frendi,"ribet, mau buka rekening saja harus melakukan pengkinian data dan tidak ada informasi telepon sehingga ujung""nya harus ke kantor lagi, gada gunanya online",2025-08-06 02:01:17,2,BRImo,ribet mau buka rekening saja harus laku kini data dan tidak ada informasi telepon sehingga ujung nya harus ke kantor lagi gada guna online,-1,negatif
nopi nopreet,mantap,2025-08-06 02:00:39,4,BRImo,mantap,1,positif
Nengsih Eneng,mantap,2025-08-06 01:52:25,5,BRImo,mantap,1,positif
pp regan,sangat membantu,2025-08-06 01:52:19,5,BRImo,sangat bantu,1,positif
Nesley 1014,mantapp,2025-08-06 01:51:52,5,BRImo,mantapp,1,positif
Agus Syahputra,aplikasi nya bagus dan cepat,2025-08-06 01:48:26,5,BRImo,aplikasi nya bagus dan cepat,2,positif
Taufiq Qurohman,mantap kali,2025-08-06 01:43:49,5,BRImo,mantap kali,1,positif
Syahru Nuzul Furqan,mudah dan cepat,2025-08-06 01:41:04,5,BRImo,mudah dan cepat,2,positif
Hasan Ompusunggu,aplikasi brimo sekarang cek mutasi eror terus,2025-08-06 01:37:58,5,BRImo,aplikasi brimo sekarang cek mutasi eror terus,-1,negatif
Noviandri Noviandri,praktis,2025-08-06 01:36:50,5,BRImo,praktis,1,positif
Alin Diah ayu,Brimo saya knp tidak bisa masuk kenapa slalu kembali trus dan ada tulisan info aplikasi sama tulisan tutup aplikasi.ini knp ya?,2025-08-06 01:33:26,1,BRImo,brimo saya knp tidak bisa masuk kenapa slalu kembali trus dan ada tulis info aplikasi sama tulis tutup aplikasi ini knp ya,1,positif
Listoni Khoirul Amin,mau di buat transfer masih tidak bisa...sudah regristasi ulang di kantor offline...mngkin bisa di tingkatkan lebih baik lagi..karena tidak hanya saya saja kasusnya..banyak yg seperti saya,2025-08-06 01:27:58,5,BRImo,mau di buat transfer masih tidak bisa sudah regristasi ulang di kantor offline mngkin bisa di tingkat lebih baik lagi karena tidak hanya saya saja kasus banyak yg seperti saya,1,positif
Ariya Putra,Alhamdulillah STLH memakai BRImo kami sangat puas KRNA sangat membantu sekali ☺️☺️,2025-08-06 01:25:50,5,BRImo,alhamdulillah stlh pakai brimo kami sangat puas krna sangat bantu sekali,2,positif
Pratama Yoga,"transaksi jadi lebih mudah,,,,",2025-08-06 01:25:38,5,BRImo,transaksi jadi lebih mudah,1,positif
Trenggono,mudah dan cepat,2025-08-06 01:24:39,5,BRImo,mudah dan cepat,2,positif
Iwan Haris,pakai BRImo sangan membantu untuk transaksi dan melihat jumlah saldo yang ada di karu bri...,2025-08-06 01:23:27,5,BRImo,pakai brimo sangan bantu untuk transaksi dan lihat jumlah saldo yang ada di karu bri,1,positif
